@relation weka_mymodel_model
@attribute text string
@attribute class {t,f}
@data
'servizi di mensa scolastic. luogo di esecuzione e consegna servizi: comune di vicovaro(rm), comune di mandela(rm) e comune di licenza (rm.',?
